timestamp_c,frame.number,frame.len,wlan.ta,wlan.sa,wlan.ra,wlan.da,wlan.bssid,wlan.duration,wlan.frag,wlan.seq,wlan.fc.type,wlan.fc.subtype,wlan.flags,wlan.fcs,wlan.fcs.status,wlan.qos,wlan.qos.priority,wlan.qos.ack,wlan.ccmp.extiv,wlan.wep.key,data.len,radiotap.hdr_length,radiotap.antenna_signal,radiotap.signal_quality,radiotap.channel.flags.ofdm,radiotap.channel.flags.cck,wlan_radio.datarate,wlan_radio.channel,wlan_radio.frequency,wlan_radio.signal_strength (dbm),wlan_radio.Noise level (dbm),wlan_radio.SNR (db),wlan_radio.preamble,class
1683996562,511,296,0,1,1,0,0,44,0,26,2,8,65,3185989959,2,0,0,0,4123,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996562,517,294,0,1,1,0,0,44,0,27,2,8,65,139124522,2,0,0,0,4124,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996562,529,296,0,1,1,0,0,44,0,28,2,8,65,3501771231,2,0,0,0,4125,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996562,541,293,0,1,1,0,0,44,0,29,2,8,65,3280541653,2,0,0,0,4126,0,214,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996563,559,295,0,1,1,0,0,44,0,30,2,8,65,3672798914,2,0,0,0,4127,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996563,570,296,0,1,1,0,0,44,0,31,2,8,65,3705432622,2,0,0,0,4128,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996563,587,295,0,1,1,0,0,44,0,32,2,8,65,1316968260,2,0,0,0,4129,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996563,602,296,0,1,1,0,0,44,0,33,2,8,65,542272054,2,0,0,0,4130,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996563,614,295,0,1,1,0,0,44,0,34,2,8,65,3413527149,2,0,0,0,4131,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996563,623,295,0,1,1,0,0,44,0,35,2,8,65,1789878411,2,0,0,0,4132,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996563,640,295,0,1,1,0,0,44,0,36,2,8,65,2281816368,2,0,0,0,4133,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996563,655,292,0,1,1,0,0,44,0,37,2,8,65,1719232272,2,0,0,0,4134,0,213,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996563,668,293,0,1,1,0,0,44,0,38,2,8,65,2570357534,2,0,0,0,4135,0,214,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996563,681,293,0,1,1,0,0,44,0,39,2,8,65,1192674796,2,0,0,0,4136,0,214,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996564,693,294,0,1,1,0,0,44,0,40,2,8,65,390126787,2,0,0,0,4137,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996564,708,295,0,1,1,0,0,44,0,41,2,8,65,131288676,2,0,0,0,4138,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996564,722,294,0,1,1,0,0,44,0,42,2,8,65,441890981,2,0,0,0,4139,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996564,734,292,0,1,1,0,0,44,0,43,2,8,65,3165423069,2,0,0,0,4140,0,213,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996564,749,293,0,1,1,0,0,44,0,44,2,8,65,4227189783,2,0,0,0,4141,0,214,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996564,772,294,0,1,1,0,0,44,0,45,2,8,65,2660427753,2,0,0,0,4142,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996564,787,293,0,1,1,0,0,44,0,46,2,8,65,1091647451,2,0,0,0,4143,0,214,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996564,797,296,0,1,1,0,0,44,0,47,2,8,65,3282852169,2,0,0,0,4144,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996564,812,293,0,1,1,0,0,44,0,48,2,8,65,3582152388,2,0,0,0,4145,0,214,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996565,825,294,0,1,1,0,0,44,0,49,2,8,65,3153174291,2,0,0,0,4146,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996565,839,295,0,1,1,0,0,44,0,50,2,8,65,3803635655,2,0,0,0,4147,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996565,851,295,0,1,1,0,0,44,0,51,2,8,65,1569704996,2,0,0,0,4148,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996565,868,295,0,1,1,0,0,44,0,52,2,8,65,1491112806,2,0,0,0,4149,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996565,881,294,0,1,1,0,0,44,0,53,2,8,65,1397590891,2,0,0,0,4150,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996565,896,295,0,1,1,0,0,44,0,54,2,8,65,2191340166,2,0,0,0,4151,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996565,999,293,0,1,1,0,0,44,0,55,2,8,65,2523176046,2,0,0,0,4152,0,214,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996565,1001,293,0,1,1,0,0,44,0,55,2,8,73,2964306463,2,0,0,0,4152,0,214,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996565,1072,295,0,1,1,0,0,44,0,56,2,8,65,2014316631,2,0,0,0,4153,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996565,1081,296,0,1,1,0,0,44,0,57,2,8,65,3480078634,2,0,0,0,4154,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996565,1101,125,0,1,1,0,0,44,0,58,2,8,65,3127220074,2,0,0,0,4155,0,46,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996565,1126,295,0,1,1,0,0,44,0,59,2,8,65,1882320205,2,0,0,0,4156,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996565,1129,141,1,0,0,1,0,44,0,123,2,8,66,3073533517,2,0,0,0,126,0,62,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996566,1167,294,0,1,1,0,0,44,0,60,2,8,65,3876868893,2,0,0,0,4157,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996566,1185,294,0,1,1,0,0,44,0,62,2,8,65,2315224498,2,0,0,0,4159,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996566,1197,294,0,1,1,0,0,44,0,63,2,8,65,1433014838,2,0,0,0,4160,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996566,1211,296,0,1,1,0,0,44,0,64,2,8,65,3301850197,2,0,0,0,4161,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996566,1228,295,0,1,1,0,0,44,0,65,2,8,65,3866577079,2,0,0,0,4162,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996566,1247,295,0,1,1,0,0,44,0,66,2,8,65,3893193429,2,0,0,0,4163,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996566,1260,295,0,1,1,0,0,44,0,67,2,8,65,2037539910,2,0,0,0,4164,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996566,1273,296,0,1,1,0,0,44,0,68,2,8,65,1450209136,2,0,0,0,4165,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996566,1287,296,0,1,1,0,0,44,0,69,2,8,65,1110759023,2,0,0,0,4166,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996566,1307,294,0,1,1,0,0,44,0,70,2,8,65,442836179,2,0,0,0,4167,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996567,1321,295,0,1,1,0,0,44,0,71,2,8,65,1074285259,2,0,0,0,4168,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996567,1334,294,0,1,1,0,0,44,0,72,2,8,65,3270785994,2,0,0,0,4169,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996567,1349,294,0,1,1,0,0,44,0,73,2,8,65,1611209479,2,0,0,0,4170,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996567,1352,294,0,1,1,0,0,44,0,73,2,8,73,1194168715,2,0,0,0,4170,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996567,1355,294,0,1,1,0,0,44,0,73,2,8,73,1194168715,2,0,0,0,4170,0,215,41,0,1,1,0,48,6,2437,0,0,0,20,evil_twin
1683996567,1358,294,0,1,1,0,0,44,0,73,2,8,73,1194168715,2,0,0,0,4170,0,215,41,0,1,1,0,48,6,2437,0,0,0,20,evil_twin
1683996567,1372,294,0,1,1,0,0,44,0,74,2,8,65,829303807,2,0,0,0,4171,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996567,1386,293,0,1,1,0,0,44,0,75,2,8,65,3403968782,2,0,0,0,4172,0,214,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996567,1402,294,0,1,1,0,0,44,0,76,2,8,65,2620248205,2,0,0,0,4173,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996567,1417,294,0,1,1,0,0,44,0,77,2,8,65,188865882,2,0,0,0,4174,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996567,1430,295,0,1,1,0,0,44,0,78,2,8,65,1599717595,2,0,0,0,4175,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996567,1456,296,0,1,1,0,0,44,0,79,2,8,65,1290639957,2,0,0,0,4176,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996568,1473,294,0,1,1,0,0,44,0,80,2,8,65,886319288,2,0,0,0,4177,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996568,1495,295,0,1,1,0,0,44,0,81,2,8,65,2879647152,2,0,0,0,4178,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996568,1509,295,0,1,1,0,0,44,0,82,2,8,65,2936818383,2,0,0,0,4179,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996568,1517,125,0,1,1,0,0,44,0,83,2,8,65,1030643460,2,0,0,0,4180,0,46,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996568,1524,297,0,1,1,0,0,44,0,84,2,8,65,3976162044,2,0,0,0,4181,0,218,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996568,1534,294,0,1,1,0,0,44,0,85,2,8,65,4258968980,2,0,0,0,4182,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996568,1566,141,1,0,0,1,0,44,0,124,2,8,66,3078931441,2,0,0,0,127,0,62,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996568,1569,296,0,1,1,0,0,44,0,86,2,8,65,3182195891,2,0,0,0,4183,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996568,1593,296,0,1,1,0,0,44,0,87,2,8,65,3405015403,2,0,0,0,4184,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996568,1606,296,0,1,1,0,0,44,0,88,2,8,65,423098315,2,0,0,0,4185,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996568,1622,298,0,1,1,0,0,44,0,89,2,8,65,2744589244,2,0,0,0,4186,0,219,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996568,1638,298,0,1,1,0,0,44,0,90,2,8,65,2266559831,2,0,0,0,4187,0,219,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996569,1652,300,0,1,1,0,0,44,0,91,2,8,65,880142999,2,0,0,0,4188,0,221,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996569,1664,301,0,1,1,0,0,44,0,92,2,8,65,3538846786,2,0,0,0,4189,0,222,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996569,1678,298,0,1,1,0,0,44,0,93,2,8,65,842478460,2,0,0,0,4190,0,219,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996569,1683,299,0,1,1,0,0,44,0,94,2,8,65,1665022474,2,0,0,0,4191,0,220,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996569,1694,298,0,1,1,0,0,44,0,95,2,8,65,60913793,2,0,0,0,4192,0,219,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996569,1705,296,0,1,1,0,0,44,0,96,2,8,65,2530313142,2,0,0,0,4193,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996569,1717,299,0,1,1,0,0,44,0,97,2,8,65,198525826,2,0,0,0,4194,0,220,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996569,1728,300,0,1,1,0,0,44,0,98,2,8,65,2011340786,2,0,0,0,4195,0,221,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996569,1745,298,0,1,1,0,0,44,0,100,2,8,65,2070573476,2,0,0,0,4197,0,219,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996570,1769,297,0,1,1,0,0,44,0,102,2,8,65,2175260236,2,0,0,0,4199,0,218,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996570,1781,299,0,1,1,0,0,44,0,103,2,8,65,2626524196,2,0,0,0,4200,0,220,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996570,1802,125,0,1,1,0,0,44,0,105,2,8,65,2702258965,2,0,0,0,4202,0,46,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996570,1807,294,0,1,1,0,0,44,0,106,2,8,65,2927189711,2,0,0,0,4203,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996570,1822,141,1,0,0,1,0,44,0,125,2,8,66,2787271617,2,0,0,0,128,0,62,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996570,1829,296,0,1,1,0,0,44,0,107,2,8,65,1707811816,2,0,0,0,4204,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996570,1852,296,0,1,1,0,0,44,0,108,2,8,65,1662513347,2,0,0,0,4205,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996570,1872,298,0,1,1,0,0,44,0,109,2,8,65,3416007127,2,0,0,0,4206,0,219,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996570,1886,297,0,1,1,0,0,44,0,110,2,8,65,509813177,2,0,0,0,4207,0,218,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996570,1894,295,0,1,1,0,0,44,0,111,2,8,65,3983358421,2,0,0,0,4208,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996571,1912,295,0,1,1,0,0,44,0,112,2,8,65,951785390,2,0,0,0,4209,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996571,1921,295,0,1,1,0,0,44,0,113,2,8,65,3426627108,2,0,0,0,4210,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996571,1941,295,0,1,1,0,0,44,0,114,2,8,65,1045989598,2,0,0,0,4211,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996571,1958,296,0,1,1,0,0,44,0,115,2,8,65,3981356838,2,0,0,0,4212,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996571,1966,296,0,1,1,0,0,44,0,116,2,8,65,908240944,2,0,0,0,4213,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996571,1977,296,0,1,1,0,0,44,0,117,2,8,65,276615370,2,0,0,0,4214,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996571,1991,296,0,1,1,0,0,44,0,118,2,8,65,1134348715,2,0,0,0,4215,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996571,2007,298,0,1,1,0,0,44,0,119,2,8,65,3361612652,2,0,0,0,4216,0,219,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996571,2018,295,0,1,1,0,0,44,0,120,2,8,65,2762979623,2,0,0,0,4217,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996571,2032,297,0,1,1,0,0,44,0,121,2,8,65,1714301165,2,0,0,0,4218,0,218,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996572,2043,297,0,1,1,0,0,44,0,122,2,8,65,1643583034,2,0,0,0,4219,0,218,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996572,2055,297,0,1,1,0,0,44,0,123,2,8,65,1741358552,2,0,0,0,4220,0,218,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996572,2068,299,0,1,1,0,0,44,0,124,2,8,65,2448613632,2,0,0,0,4221,0,220,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996572,2079,125,0,1,1,0,0,44,0,125,2,8,65,3624683918,2,0,0,0,4222,0,46,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996572,2083,296,0,1,1,0,0,44,0,126,2,8,65,2207470461,2,0,0,0,4223,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996572,2099,295,0,1,1,0,0,44,0,127,2,8,65,4073206180,2,0,0,0,4224,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996572,2113,295,0,1,1,0,0,44,0,128,2,8,65,657027162,2,0,0,0,4225,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996572,2122,294,0,1,1,0,0,44,0,129,2,8,65,130009240,2,0,0,0,4226,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996572,2135,296,0,1,1,0,0,44,0,130,2,8,65,1702497047,2,0,0,0,4227,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996572,2159,296,0,1,1,0,0,44,0,131,2,8,65,1118043813,2,0,0,0,4228,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996572,2172,296,0,1,1,0,0,44,0,132,2,8,65,459024734,2,0,0,0,4229,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996573,2191,297,0,1,1,0,0,44,0,133,2,8,65,223838491,2,0,0,0,4230,0,218,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996573,2207,295,0,1,1,0,0,44,0,134,2,8,65,1590388279,2,0,0,0,4231,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996573,2223,296,0,1,1,0,0,44,0,135,2,8,65,1719441644,2,0,0,0,4232,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996573,2243,295,0,1,1,0,0,44,0,136,2,8,65,153399201,2,0,0,0,4233,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996573,2295,296,0,1,1,0,0,44,0,137,2,8,73,3214275751,2,0,0,0,4234,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996573,2322,296,0,1,1,0,0,44,0,138,2,8,65,2931508,2,0,0,0,4235,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996573,2339,298,0,1,1,0,0,44,0,139,2,8,65,1348779681,2,0,0,0,4236,0,219,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996573,2360,296,0,1,1,0,0,44,0,141,2,8,65,3096175159,2,0,0,0,4238,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996573,2374,294,0,1,1,0,0,44,0,142,2,8,65,2412326458,2,0,0,0,4239,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996574,2406,296,0,1,1,0,0,44,0,145,2,8,65,4056087396,2,0,0,0,4242,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996574,2424,141,1,0,0,1,0,44,0,126,2,8,66,1886161689,2,0,0,0,129,0,62,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996574,2430,296,0,1,1,0,0,44,0,147,2,8,65,807230669,2,0,0,0,4244,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996574,2443,295,0,1,1,0,0,44,0,148,2,8,65,1598847281,2,0,0,0,4245,0,216,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996574,2458,296,0,1,1,0,0,44,0,149,2,8,65,1170696404,2,0,0,0,4246,0,217,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996574,2469,294,0,1,1,0,0,44,0,150,2,8,65,1775893805,2,0,0,0,4247,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
1683996574,2484,294,0,1,1,0,0,44,0,151,2,8,65,1442583614,2,0,0,0,4248,0,215,41,0,1,1,0,54,6,2437,0,0,0,20,evil_twin
